,russian_title,itm_title,ganers,rating,year
452,Семёрка идолов 2 сезон,IDOLiSH7 Second Beat!,"['Музыка', 'Драма', 'Идолы (парни)']",8.1,2020
453,Дарованный. Фильм,Given Movie,"['Музыка', 'Драма', 'Сёнен Ай', 'Романтика']",8.1,2020
454,Киноманка Помпо,Eiga Daisuki Pompo-san,"['Комедия', 'Драма', 'Шоу-бизнес']",8.1,2021
455,Тетрадь дружбы Нацумэ: Пробуждение камня и подозрительный посетитель,Natsume Yuujinchou: Ishi Okoshi to Ayashiki Raihousha,"['Демоны', 'Драма', 'Сёдзе', 'Повседневность', 'Сверхъестественное', 'Ияшикей']",8.1,2021
456,Деревенская глубинка 3 OVA,Non Non Biyori Nonstop: Bukatsu wo Ganbatta,"['Повседневность', 'Сейнен', 'CGDCT', 'Ияшикей']",8.1,2022
457,Хранитель священного духа,Seirei no Moribito,"['Приключения', 'Фэнтези', 'Экшен']",8.1,2007
458,Репетитор-киллер Реборн!,Katekyo Hitman Reborn! / Reborn,"['Экшен', 'Комедия', 'Сёнен', 'Супер сила', 'Организованная преступность']",8.1,2006
459,Принцесса Тютю,Kapital des Kiikens,"['Комедия', 'Романтика', 'Фэнтези', 'Драма', 'Детектив', 'Махо-сёдзё', 'Исполнительское искусство']",8.1,2002
460,Интерстелла5555: и5тория 5екретной 5олнечной 5истемы,Interstella5555: The 5tory of The 5ecret 5tar 5ystem / Interstella5555,"['Приключения', 'Драма', 'Музыка', 'Фантастика', 'Взрослые сейю']",8.1,2003
461,Люпен III: Часть V,Lupin III: Part 5,"['Экшен', 'Приключения', 'Комедия', 'Детектив', 'Сейнен', 'Взрослые сейю']",8.1,2018
462,Руки прочь от кинокружка!,Eizouken ni wa Te wo Dasu na!,"['Приключения', 'Комедия', 'Школа', 'Сейнен', 'Культура отаку', 'Удостоено наград']",8.1,2020
463,Золотое божество 4 сезон,Golden Kamuy 4th Season,"['Экшен', 'Приключения', 'Исторический', 'Сейнен', 'Взрослые сейю', 'Военное']",8.1,2022
464,Добро пожаловать в класс превосходства 2 сезон,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,"['Триллер', 'Драма', 'Психологическое', 'Школа']",8.1,2022
465,Детектив Конан: Отсчёт до небес,Detective Conan Movie 05: Countdown to Heaven,"['Приключения', 'Комедия', 'Детектив', 'Сёнен', 'Полиция']",8.1,2001
466,"Легенда о героях Галактики: Сто миллионов звёзд, сто миллионов светил",Ginga Eiyuu Densetsu Gaiden / logh gaiden 1,"['Экшен', 'Фантастика', 'Военное', 'Драма', 'Космос']",8.1,1998
467,Лиричная волшебница Наноха 2: Ас,Mahou Shoujo Lyrical Nanoha: The Movie 2nd A's / nam2,"['Экшен', 'Комедия', 'Драма', 'Фантастика', 'Махо-сёдзё']",8.1,2012
468,Гинтама: Джамп Феста 2014,Gintama': Futon ni Haitte kara Buki Nokoshi ni Kizuite Neru ni Nerenai Toki mo Aru,"['Экшен', 'Комедия', 'Исторический', 'Пародия', 'Самураи', 'Фантастика', 'Сёнен', 'Гэг юмор']",8.1,2015
469,Ван-Пис: Эпизод Нами — Слёзы навигатора и узы друзей,One Piece: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna,"['Экшен', 'Приключения', 'Фэнтези', 'Сёнен']",8.1,2012
470,Мобильный воин Гандам: Происхождение — Прибытие Красной кометы,Kidou Senshi Gundam: The Origin - Zenya Akai Suisei,"['Экшен', 'Военное', 'Фантастика', 'Космос', 'Меха', 'Сёнен']",8.1,2019
471,Чёрный клевер: Меч Короля Магов,Black Clover: Mahou Tei no Ken,"['Экшен', 'Комедия', 'Фэнтези', 'Сёнен']",8.1,2023
472,"Девочка, покорившая время",Toki wo Kakeru Shoujo / TGWLTT,"['Драма', 'Романтика', 'Фантастика', 'Удостоено наград', 'Школа', 'Путешествие во времени']",8.1,2006
473,Дюрарара!!,Drrr!!,"['Экшен', 'Детектив', 'Сверхъестественное']",8.1,2010
474,Принцесса-медуза,Kuragehime,"['Комедия', 'Дзёсей', 'Кроссдрессинг', 'Изобразительное искусство']",8.1,2010
475,Призрак в доспехах: Синдром одиночки — Сообщество стабильной государственности,Koukaku Kidoutai: Stand Alone Complex - Solid State Society / GitS: SAC 3,"['Детектив', 'Меха', 'Фантастика', 'Военное', 'Полиция', 'Сейнен', 'Взрослые сейю', 'Удостоено наград']",8.1,2006
476,Стальной алхимик,Hagane no Renkinjutsushi / HagaRen TV,"['Экшен', 'Приключения', 'Драма', 'Фэнтези', 'Сёнен', 'Военное', 'Удостоено наград']",8.1,2003
477,Мобильный воин Гандам 00,Mobile Suit Gundam 00 Season 1 / G00 S1,"['Экшен', 'Военное', 'Фантастика', 'Космос', 'Драма', 'Меха']",8.1,2007
478,Ветер крепчает,Kaze Tachinu,"['Драма', 'Исторический', 'Романтика', 'Удостоено наград']",8.1,2013
479,Детектив Конан: Потерянный корабль в небе,Detective Conan Movie 14: The Lost Ship in the Sky,"['Экшен', 'Детектив', 'Сёнен', 'Полиция']",8.1,2010
480,Тамаюра: Заключительная глава — Завтрашний день,Tamayura: Sotsugyou Shashin Part 4 - Ashita,"['Комедия', 'Драма', 'Повседневность', 'CGDCT', 'Ияшикей']",8.1,2016
481,Этот замечательный мир!,Kono Subarashii Sekai ni Shukufuku wo! / konosuba,"['Приключения', 'Комедия', 'Фэнтези', 'Пародия', 'Исекай', 'Реинкарнация']",8.1,2016
482,Гинтама: Джамп Феста 2015,Gintama°: Umai-mono wa Atomawashi ni Suru to Yokodorisareru kara Yappari Saki ni Kue,"['Комедия', 'Экшен', 'Исторический', 'Пародия', 'Самураи', 'Сёнен', 'Гэг юмор']",8.1,2015
483,Невеста чародея: В ожидании путеводной звезды,Mahoutsukai no Yome: Hoshi Matsu Hito / Mahoyome OVA,"['Фэнтези', 'Сёнен', 'Драма']",8.1,2016
484,Моя геройская академия 2 сезон,Boku no Hero Academia 2nd Season / heroaca2,"['Экшен', 'Супер сила', 'Школа', 'Сёнен']",8.1,2017
485,Чудачества любви не помеха! Положись на меня,Chuunibyou demo Koi ga Shitai! Movie: Take On Me,"['Комедия', 'Драма', 'Романтика', 'Школа']",8.1,2018
486,Ох уж этот экстрасенс Сайки Кусуо! Начало,Saiki Kusuo no Ψ-nan: Ψ-shidou-hen,"['Комедия', 'Сверхъестественное', 'Школа', 'Сёнен', 'Гэг юмор', 'Супер сила']",8.1,2019
487,Власть книжного червя 2 сезон,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,"['Фэнтези', 'Исекай', 'Реинкарнация']",8.1,2020
488,Невероятное приключение ДжоДжо: Каменный океан. Часть 2,JoJo no Kimyou na Bouken Part 6: Stone Ocean Part 2,"['Экшен', 'Приключения', 'Сёнен', 'Сверхъестественное']",8.1,2022
489,"Детройт, город металла",Detroit Metal City,"['Комедия', 'Музыка', 'Сейнен', 'Гэг юмор']",8.1,2008
490,Мобильный воин Гандам: Единорог,Kidou Senshi Gundam UC / unicorn,"['Экшен', 'Драма', 'Меха', 'Военное', 'Фантастика', 'Космос']",8.1,2010
491,Конан — мальчик из будущего,Mirai Shounen Conan,"['Приключения', 'Драма', 'Фантастика']",8.1,1978
492,"Очень приятно, Бог",Kamisama Hajimemashita / Kamihaji,"['Комедия', 'Демоны', 'Романтика', 'Фэнтези', 'Сёдзе']",8.1,2012
493,Путь аса,Diamond no Ace,"['Школа', 'Сёнен', 'Спорт', 'Командный спорт']",8.1,2013
494,Невероятное приключение ДжоДжо: Рыцари звёздной пыли,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders / jojo2,"['Экшен', 'Приключения', 'Сёнен', 'Сверхъестественное']",8.1,2014
495,Баскетбол Куроко: Это лучший подарок!,Kuroko no Basket: Saikou no Present desu,"['Школа', 'Сёнен', 'Спорт', 'Командный спорт']",8.1,2015
496,Йона на заре OVA,Akatsuki no Yona OVA,"['Приключения', 'Исторический', 'Экшен', 'Фэнтези', 'Сёдзе']",8.1,2015
497,Рыцари Зодиака: Утерянный холст — Владыка Преисподней. Глава вторая,Saint Seiya: The Lost Canvas - Meiou Shinwa 2 / loscan,"['Экшен', 'Приключения', 'Боевые искусства', 'Сёнен', 'Супер сила', 'Сверхъестественное']",8.1,2011
498,Эксперименты Лэйн,Serial Experiments Lain / SE Lain,"['Безумие', 'Драма', 'Детектив', 'Психологическое', 'Фантастика', 'Сверхъестественное', 'Удостоено наград']",8.1,1998
499,Инициал Ди: Стадия пятая,Initial D Fifth Stage,"['Машины', 'Сейнен', 'Экшен', 'Драма']",8.1,2012
500,Серебряная ложка,Gin no Saji,"['Комедия', 'Школа', 'Сёнен']",8.1,2013
501,Хроника крыльев: Весенний гром,Tsubasa: Shunraiki,"['Экшен', 'Приключения', 'Драма', 'Фэнтези', 'Романтика', 'Сёнен']",8.1,2009
502,Эхо террора,Zankyou no Terror,"['Психологическое', 'Триллер', 'Детектив']",8.1,2014
503,История одержимости,Tsukimonogatari,"['Детектив', 'Комедия', 'Сверхъестественное', 'Этти']",8.1,2014
504,"Останься со мной, Дораэмон!",Stand By Me Doraemon,"['Комедия', 'Детское', 'Фантастика', 'Сёнен']",8.1,2014
